Run	Cell	Species	CellLine	Barcode.1st	Barcode.2nd	Remark	TotalReads	UniqReads	Length.Median	Length.Mean	Length.Std	Background	GC.Median	GC.Mean	GC.Std	Spikiness	GenomicDepth	GenomicCoverage
20220929_P2	20220929_P2.C29	Mouse	epithelium	28	18		255035	124987	2020.0	2336.864121868675	1131.452422250167	0.007289	0.4128321451717434	0.4169940719078762	0.05263894899149367	0.2985154712931497	0.2202127994821331	0.1037709654444248
20220929_P2	20220929_P2.C33	Mouse	epithelium	30	14		205167	73029	2590.0	2967.123430418053	1504.00917795757	0.012622	0.4171833480956599	0.4214448960841058	0.05121602227920344	0.4586091029426739	0.2161507510423409	0.07636984970593629
20220929_P2	20220929_P2.C34	Mouse	epithelium	30	15		176104	81982	2322.0	2679.648105681735	1338.089861796125	0.004334	0.4146489195112016	0.4186914290993594	0.0521638175338657	0.4169354733391665	0.1698340784985408	0.07839922028350106
20220929_P2	20220929_P2.C38	Mouse	epithelium	7	15		199206	114502	2251.0	2548.268038986218	1190.558617976521	0.022531	0.4136552840463611	0.4176254257042646	0.05198077667622274	0.2632838368005639	0.1925220143333105	0.1047260865161313
20220929_P2	20220929_P2.C41	Mouse	epithelium	8	14		163215	93275	2135.0	2399.162787456446	1074.034581642899	0.007934	0.4141535987133092	0.4183382411979176	0.05196208851803739	0.2958912407039742	0.1533560871296783	0.08159162745892204
20220929_P2	20220929_P2.C45	Mouse	epithelium	19	9		287241	153251	2078.0	2360.421883054596	1098.13344628806	0.01757	0.4134482758620689	0.4173817446398173	0.05193358912869356	0.2073243584934495	0.2527561260796245	0.1282623057434529
20220929_P2	20220929_P2.C46	Mouse	epithelium	19	11		290219	146435	2157.0	2416.008071840748	1058.537465850632	0.025756	0.4157894736842105	0.4200735419567455	0.05130812141747038	0.213558952757907	0.2725663072436519	0.1240567637846497
20220929_P2	20220929_P2.C47	Mouse	epithelium	19	12		330736	163135	1981.0	2253.734741165293	1030.593463792202	0.006925	0.4128967758060485	0.4171977403657252	0.05205945680169397	0.1914306634240736	0.2773055308466922	0.1289154914189337
20220929_P2	20220929_P2.C49	Mouse	epithelium	20	9		218065	122953	2236.0	2543.401047554757	1161.21280623527	0.00716	0.4115805946791862	0.4156312231272993	0.05175824465251776	0.2243499207167552	0.2060087910679834	0.1118030442849197
20220929_P2	20220929_P2.C54	Mouse	epithelium	21	12		187349	102551	2125.0	2479.222776959757	1248.769567836438	0.029123	0.415	0.4186219715969891	0.05244378850715968	0.3627725743100341	0.171622225193802	0.09058313354102483
20220929_P2	20220929_P2.C55	Mouse	epithelium	21	13		204961	122382	2157.0	2489.968827115099	1219.142070802096	0.022	0.4143842614103935	0.4181985790038916	0.05208886554275124	0.2919985328023475	0.1895637527607285	0.1090340466959838
20220929_P2	20220929_P2.C57	Mouse	epithelium	22	11		262833	149021	2268.0	2570.717080143067	1212.737692453425	0.034635	0.4133685136323659	0.417420410234945	0.05165630377901945	0.2364103940879739	0.2546162599165301	0.137701699785104
20220929_P2	20220929_P2.C59	Mouse	epithelium	22	13		254931	152432	2150.0	2459.322491340401	1172.67673423552	0.026755	0.4154261267780481	0.4194659374929466	0.05177351592288208	0.2494995215765579	0.2429866540652719	0.1373113516758194
20220929_P2	20220929_P2.C63	Mouse	epithelium	23	13		252126	140299	2198.0	2479.411649405912	1137.697209248829	0.009067	0.4148655772272009	0.4186197008067248	0.05217932315708846	0.2266209948770803	0.2327609598964415	0.1241270966748863
20220929_P2	20220929_P2.C65	Mouse	epithelium	26	11		206524	115600	2218.0	2496.074299307958	1145.165819616993	0.004078	0.4130534551266257	0.4168736946840893	0.05187703517187231	0.2312274983195676	0.1919627681298257	0.1027591564172639
